rating,comment,comment_length,exclamation_count,is_fake
4,"La talla me quedó un poco grande, tuve que hacer un ajuste con la costurera.",76,0,0
4,"Me encantó el corte, se ajusta bien al cuerpo sin quedar apretado.",66,0,0
4,Buen producto pero tardó más de lo esperado en llegar. La calidad sí es buena.,78,0,0
5,"Excelente para el trabajo, versátil y cómodo durante todo el día.",65,0,0
3,"Lo compré para un evento y quedé encantada, aunque la manga es un poco larga para mi gusto.",91,0,0
5,"La tela es de muy buena calidad, me quedó justo en talla XL. El color es igual al de las fotos.",95,0,0
3,"La tela es de muy buena calidad, me quedó justo en talla S. El color es igual al de las fotos.",94,0,0
5,Buen producto pero tardó más de lo esperado en llegar. La calidad sí es buena.,78,0,0
1,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
1,wow amazing product best quality ever 10/10 recommend,53,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Buen producto buen producto buen producto,41,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
1,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,Buen producto buen producto buen producto,41,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Buen producto buen producto buen producto,41,0,1
1,Genial genial genial 100 estrellas de 5,39,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
1,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
1,Buen producto buen producto buen producto,41,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
1,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
1,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Buen producto buen producto buen producto,41,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
1,wow amazing product best quality ever 10/10 recommend,53,0,1
1,Genial genial genial 100 estrellas de 5,39,0,1
5,Buen producto buen producto buen producto,41,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
1,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
1,wow amazing product best quality ever 10/10 recommend,53,0,1
1,wow amazing product best quality ever 10/10 recommend,53,0,1
1,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
1,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Buen producto buen producto buen producto,41,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
1,Buen producto buen producto buen producto,41,0,1
5,Buen producto buen producto buen producto,41,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Buen producto buen producto buen producto,41,0,1
1,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
1,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
1,wow amazing product best quality ever 10/10 recommend,53,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
1,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Buen producto buen producto buen producto,41,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
1,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
1,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,Buen producto buen producto buen producto,41,0,1
1,Buen producto buen producto buen producto,41,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Buen producto buen producto buen producto,41,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
1,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
1,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
1,wow amazing product best quality ever 10/10 recommend,53,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
5,Compra ya este producto es increible no te vas a arrepentir super recomendado,77,0,1
1,Buen producto buen producto buen producto,41,0,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Excelente!!! Lo mejor que he comprado en mi vida!!! 100% recomendado!!!,71,9,1
5,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
1,El mejor vendedor de todos compren aqui rapido antes que se agote,65,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
1,Buenisimo buenisimo buenisimo lo super recomiendo a todos,57,0,1
5,5 estrellas al mejor precio visita mi perfil para mas descuentos,64,0,1
5,Genial genial genial 100 estrellas de 5,39,0,1
5,wow amazing product best quality ever 10/10 recommend,53,0,1
1,Todo perfecto perfecto perfecto gracias gracias gracias,55,0,1
5,"Como siempre excelente calidad,rapido,recomendado,super,excelente",65,0,1
